"tck_iem_cd","fc_sec_krl_nm","fc_sec_eng_nm","stk_etf_dit_cd","ltg_tot_stk_qty","fc_mkt_dit_cd","co_adr","web_adr","btp_cfc_nm","ceo_nm","eng_utk_otl_cts","ser_cfc_nm","ids_nm","mkt_pr_tot_amt"
TYRA,Tyra Biosciences                                            ,Tyra Biosciences                                            ,주식,52806137,NASD,"2656 State Street   CARLSBAD CA 92008 United States",https://tyra.bio/,Bio Therapeutic Drugs,Todd Harris,"Tyra Biosciences, Inc. is a clinical-stage biotechnology company. It is focused on developing precision medicines that target large opportunities in Fibroblast Growth Factor Receptor (FGFR) biology. Its in-house precision medicine platform, SNAP, enables rapid and precise drug design through iterative molecular SNAPshots that help predict genetic alterations to cause acquired resistance to existing therapies. Its initial focus is on applying its accelerated small molecule drug discovery engine to develop therapies in targeted oncology and genetically defined conditions. Its lead product candidate, TYRA-300, is an investigational, oral, FGFR3-selective inhibitor being evaluated in an international, multi-center, open label Phase 1 clinical study, SURF301. Its second oncology product candidate, TYRA-200, is an investigational, oral, FGFR1/2/3 inhibitor with potency against activating FGFR2 gene alterations, and clinically important molecular brake and gatekeeper resistance mutations.",Healthcare,Biotechnology,1178.100000
U,Unity Software                                              ,Unity Software                                              ,주식,396857800,NYSE,"30 - 3Rd Street   SAN FRANCISCO CA 94103 United States",https://www.unity.com,Software (NEC),James Whitehurst,"Unity Software Inc. provides a platform for creating and growing interactive, real-time 3D (RT3D) content and experiences. Its set of software, including artificial intelligence (AI) solutions, supports creators through the entire development lifecycle as they build, run, and grow immersive, real-time 2D and 3D content for mobile phones, tablets, PCs, consoles, and augmented and virtual reality devices. Its platform consists of two complementary sets of solutions: Create Solutions and Grow Solutions. Create Solutions is a robust set of tools and services used to build, ship and run high-definition, real-time 2D and 3D content. Designed for developers, these tools and services are used across a range of industries ranging from games to aerospace, construction to retail, medical to manufacturing, and others. Grow Solutions offers customers to engage their user base and monetize their content from 2D puzzle games to multiplayer, multi-platform games, or other 3D interactive content.",Technology,Software - Application,7032.320000
UA,언더아머 Class C                                                ,Under Armour                                                ,주식,0,-,-,-,-,-,-,Consumer Cyclical,Apparel Manufacturing,3580.060000
UAA,언더아머 Class A                                                ,Under Armour                                                ,주식,432130200,NYSE,"1020 Hull Street, 3rd Floor   BALTIMORE MD 21230 United States",https://www.underarmour.com/,Apparel & Accessories (NEC),Kevin Plank,"Under Armour, Inc. is a developer, marketer and distributor of branded athletic performance apparel, footwear and accessories. It is engaged in developing, marketing and distributing branded performance apparel, footwear and accessories for men, women and youth. It operates in four geographic segments: North America, comprising the United States and Canada; Europe, the Middle East and Africa (EMEA); Asia-Pacific, and Latin America. It sells its apparel, footwear and accessories in North America through wholesale and direct-to-consumer channels. It sells its apparel, footwear and accessories in EMEA primarily through wholesale customers and independent distributors, along with e-commerce websites and Brand and Factory House stores. It sells its apparel, footwear and accessories products in China, South Korea, Australia, Singapore, Malaysia and Thailand through stores operated by its distribution and wholesale partners, along with e-commerce websites and Brand and Factory House stores.",Consumer Cyclical,Apparel Manufacturing,3580.060000
UAL,유나이티드 에어라인스 홀딩스                                             ,United Arlns                                                ,주식,328833907,NASD,E. Anna Ha - Whqld 233 South Wacker Drive  CHICAGO IL 60606 United States,https://ir.united.com/,Airlines (NEC),Brett Hart,"United Airlines Holdings, Inc. is a holding company. The Company transports people and cargo throughout North America and to destinations in Asia, Europe, Africa, the Pacific, the Middle East and Latin America. The Company, through its wholly owned subsidiary, United Airlines, Inc., and its regional carriers, operates across six continents, with hubs at Chicago O'Hare International Airport (ORD), Denver International Airport (DEN), George Bush Intercontinental Airport (IAH), Los Angeles International Airport (LAX), Newark Liberty International Airport (EWR), San Francisco International Airport (SFO), Washington Dulles International Airport (IAD) and A.B. Won Pat International Airport (GUM). Its hub and spoke system allows it to transport passengers between various destinations with frequent services. The Company has contractual relationships with various regional carriers to provide regional aircraft service branded as United Express.",Industrials,Airlines,14067.510000
UBER,Uber                                                        ,Uber                                                        ,주식,2100937229,NYSE,"1725 3Rd Street   SAN FRANCISCO CA 94158 United States",https://www.uber.com,Online Services (NEC),Dara Khosrowshahi,"Uber Technologies, Inc. is a technology company, which develops and operates proprietary technology applications supporting a variety of offerings on its platform (Platform(s)). The Company connects consumers (Rider(s)) with independent providers of ride services (Mobility Driver(s)) for ride sharing services and connects Riders and other consumers (Eater(s)) with restaurants, grocers and other stores with delivery service providers (Couriers) for meal preparation, grocery and other delivery services. The Company also connects consumers with public transportation networks. It also connects shippers with carriers in the freight industry. It is also developing technologies designed to provide new solutions to solve everyday problems. Its technology is available in approximately 70 countries around the world, principally in the United States and Canada, Latin America, Europe (excluding Russia), the Middle East, Africa, and Asia (excluding China and Southeast Asia).",Technology,Software - Application,152549.050000
UBS,UBS 그룹                                                      ,UBS Group                                                   ,주식,3202134341,NYSE,Bahnhofstr. 45   ZUERICH   8098 Switzerland,https://www.ubs.com/,Investment Management & Fund Operators (,Todd Tuckner,"UBS Group AG is a Switzerland-based holding company and conducts its operations through UBS AG and its subsidiaries. The company operates as a wealth manager with focused asset management and investment banking capabilities and a capital-light and cash-generative business model. The Company comprises four business divisions: Global Wealth Management, which provides tailored advice and solutions to its clients around the globe; Personal & Corporate Banking division provides comprehensive financial products and services to private, corporate and institutional clients in Switzerland; Asset Management division offers investment capabilities and styles across all traditional and alternative asset classes, as well as advisory support to institutions; Investment Bank provides investment advice, financial solutions and capital markets access to institutional, corporate and wealth management clients.",Financial Services,Banks - Diversified,99763.200000
UBSI,유나이티드 뱅크셰어스                                                 ,United Bankshare                                            ,주식,135219078,NASD,"300 United Center , 500 Virginia Street E  CHARLESTON WV 25301 United States",https://www.ubsi-inc.com/,Banks (NEC),Richard Adams,"United Bankshares, Inc. is a financial holding company. The Company's segments include community banking and mortgage banking. The community banking segment includes both commercial and consumer lending and provides customers with such products as commercial loans, real estate loans, business financing and consumer loans. In addition, this segment provides customers with several choices of deposit products including demand deposit accounts, savings accounts and certificates of deposit as well as investment and financial advisory services to businesses and individuals, including financial planning, retirement/estate planning, and investment management. The mortgage banking segment engages primarily in the origination and acquisition of residential mortgages for sale into the secondary market though United?? mortgage banking subsidiaries, George Mason and Crescent. The Company has one banking subsidiary doing business under the name of United Bank. It also owns nonbank subsidiaries.",Financial Services,Banks - Regional,5197.820000
UCTT,울트라 클린 홀딩스                                                  ,Ultra Clean                                                 ,주식,45030636,NASD,"26462 Corporate Ave   HAYWARD CA 94545-3914 United States",https://www.uct.com/,Semiconductor Equipment & Testing (NEC),James Scholhamer,"Ultra Clean Holdings, Inc. is a developer and supplier of critical subsystems, components, parts, and ultra-high purity cleaning and analytical services, primarily for the semiconductor industry. It offers its customers an integrated outsourced solution for major subassemblies, design-to-delivery cycle times, design for manufacturability, and prototyping. The Company?? segments are Products and Services. The Products segment primarily designs, engineers, and manufactures production tools, components, parts, and modules and subsystems. The Products segment includes chemical delivery modules, frame assemblies, gas delivery systems, fluid delivery systems, precision robotics and process modules as well as other high-level assemblies. The Services segment provides ultra-high purity parts cleaning, process tool part recoating, surface encapsulation and high sensitivity micro contamination analysis primarily for the semiconductor device makers and wafer fabrication equipment (WFE) markets.",Technology,Semiconductor Equipment & Materials,1680.090000
UDMY,Udemy                                                       ,Udemy                                                       ,주식,150362361,NASD,"600 Harrison Street, 3rd Floor   SAN FRANCISCO CA 94107 United States",https://www.udemy.com/,Online Services (NEC),Gregory Brown,"Udemy, Inc. is a global learning company. The Company?? online platform enables organizations and individuals with skill acquisition, development, and validation. Its learning marketplace enables instructors to develop, distribute and enhance content. It leverages technology, including artificial intelligence (AI), as well as data and insights, to deliver personalized learning experiences. Its segments include Enterprise and Consumer. The Enterprise segment is focused on helping business and government customers upskill and reskill their employees and public servants. The Consumer segment targets individual learners seeking to obtain hands-on learning, gain valuable job skills to advance their professional careers, or learn a new personal skill. Its platform provides individual learners and organizations all over the world with access to relevant content created by instructors across technology, business and soft skills, and personal development topics.",Consumer Defensive,Education & Training Services,1228.460000
UDOW,ProShares UltraPro Dow30 ETF                                ,PROSHARES ULTRAPRO DOW 30 ETF                               ,ETF,7200000,-,-,-,-,-,-,-,-,0.000000
UDR,UDR                                                         ,UDR                                                         ,주식,329823561,NYSE,"Suite 200, 1745 Shea Center Drive   HIGHLANDS RANCH CO 80129 United States",https://www.udr.com/,Residential REITs,Thomas Toomey,"UDR, Inc. is a self-administered real estate investment trust (REIT). The Company owns, operates, acquires, renovates, develops, redevelops, disposes of, and manages multifamily apartment communities in targeted markets located in the United States. The Company's consolidated real estate portfolio consists of approximately 168 communities located in 21 markets, consisting of 55,550 completed apartment homes. In addition, the Company has an ownership interest in 10,045 completed or to-be-completed apartment homes through unconsolidated joint ventures or partnerships, including 5,618 apartment homes owned by entities in which it holds preferred equity investments. It operates through two segments: Same-Store Communities and Non-Mature Communities/Other. Its Same-Store Communities segment includes communities, which were acquired, developed, and stabilized. Its Non-Mature Communities/Other segment includes communities that do not meet the criteria to be included in Same-Store Communities.",Real Estate,REIT - Residential,14254.970000
UE,어반 에지 프로퍼티스                                                 ,Urban Edge                                                  ,주식,121334116,NYSE,"210 ROUTE 4 EAST   PARAMUS NJ 07652 United States",https://uedge.com/,Retail REITs,Jeffrey Olson,"Urban Edge Properties is a real estate investment trust, which is focused on managing, developing, redeveloping and acquiring retail real estate in urban communities, in the Washington, District of Columbia to Boston corridor. Urban Edge Properties LP (UELP or the Operating Partnership) serves as its partnership subsidiary and owns, through affiliates, all of its real estate properties and other assets. Its portfolio consists of approximately 69 shopping centers, five malls and two industrial parks totaling approximately 17.1 million square feet. Its shopping centers and malls are located in California, Connecticut, New Hampshire, New Jersey, New York, Pennsylvania, South Carolina, Virginia and Maryland, Massachusetts Puerto Rico. Its shopping centers and malls include Walnut Creek, Newington, Baltimore, Glen Burnie, Rockville, Wheaton, Cambridge, Springfield, Salem, Bergen Town Center, Carlstadt, Cherry Hill, Eatontown, Hazlet, Lawnside, Kearny, Montclair, Totowa and Watchung.",Real Estate,REIT - Retail,2534.670000
UEC,우라늄 에너지                                                     ,Uranium Energy                                              ,주식,408778351,-,-,-,-,-,-,-,-,0.000000
UFCS,유나이티드 파이어 그룹                                                ,United Fire Grp                                             ,주식,25336103,NASD,"118 2nd Ave SE   CEDAR RAPIDS IA 52401-1212 United States",https://www.ufginsurance.com/,Property & Casualty Insurance (NEC),Kevin Leidwinger,"United Fire Group, Inc. is engaged in the business of writing property and casualty insurance through a network of independent agencies. The Company?? insurance company subsidiaries are licensed as property and casualty insurers in 50 states, plus the District of Columbia. Its business is comprised primarily of commercial lines property and casualty insurance, including surety bonds. Its core commercial products support a variety of customers, including small business owners and middle market businesses operating in industries, such as construction, services, retail trade, financial and manufacturing, along with contract surety and commercial surety bonds offered through approximately 1,000 independent property and casualty agencies. It also provides specialty and surplus lines coverage through wholesale brokers on an admitted and non-admitted basis. Additionally, it offers reinsurance coverage for property and casualty insurance through traditional treaty reinsurance channels.",Financial Services,Insurance - Property & Casualty,518.380000
UFPI,유니버셜 포레스트 프로덕츠                                              ,Ufp Industries                                              ,주식,60918541,NASD,"2801 EAST BELTLINE NE   GRAND RAPIDS MI 49525 United States",https://www.ufpi.com/,Forest & Wood Products (NEC),Matthew Missad,"UFP Industries, Inc. is a holding company with subsidiaries throughout North America, Europe, Asia, and Australia that designs, manufactures, and supplies products made from wood, composites, and other materials. The Company's segments include Retail, Packaging and Construction. Its Retail Solutions segment is comprised of business units, such as ProWood, Sunbelt, Deckorators and UFP-Edge. Retail Solutions segment is focused on distinct product offerings, which are grouped by brands and business units. Packaging segment is comprised of business units, such as Structural Packaging, PalletOne, and Protective Packaging Solutions. Construction segment is comprised of business units, such as Factory-Built Housing, Site-Built Construction, Commercial Construction, and Concrete Forming. Its ProWood business units manufactures and sells treated lumber products, including decking, fencing, and lattice, as well as decorative and functional lawn and garden products to building products retailers.",Basic Materials,Lumber & Wood Production,7595.930000
UGI,UGI                                                         ,UGI                                                         ,주식,214688629,NYSE,"500 N GULPH RD, P O Box 858  KING OF PRUSSIA PA 19406 United States",https://www.ugicorp.com/,Natural Gas Distribution,Mario Longhi,"UGI Corporation is a holding company, which distributes, stores, transports and markets energy products and related services. In the United States, the Company owns and operates a retail propane marketing and distribution business, natural gas and electric distribution utilities, and energy marketing, midstream infrastructure, storage, natural gas gathering and processing, natural gas production, electricity generation and energy services businesses. In Europe, the Company markets and distributes propane and other liquified petroleum gas (LPG), and market other energy products and services. It operates through four segments: AmeriGas Propane, UGI International, Midstream & Marketing, and Utilities. The AmeriGas Propane segment operates propane distribution business. The UGI International segment consists of LPG distribution businesses in Austria, Belgium, the Czech Republic, Denmark, Finland, France, Hungary, Italy, Luxembourg, the Netherlands, Norway, Poland, Romania and others.",Utilities,Utilities - Regulated Gas,5326.420000
UHAL,U-Haul Holding                                              ,U-Haul Holding                                              ,주식,196077880,NYSE,"5555 Kietzke Lane Ste 100   RENO NV 89511 United States",https://www.amerco.com/,Ground Freight & Logistics (NEC),Edward Shoen,"U-Haul Holding Company is a do-it-yourself moving and storage operator through its subsidiary U-Haul International, Inc. (U-Haul). Its primary focus is to provide its customers with a selection of moving rental equipment, convenient self-storage rental facilities and portable moving and storage units and related moving and self-storage products and services. Its segments include Moving and Storage, Property and Casualty Insurance and Life Insurance. The Moving and Storage segment consists of the rental of trucks and trailers, sales of moving supplies, towing accessories, and propane and the rental of fixed and portable moving and storage units to the do-it-yourself mover and management of self-storage properties owned by others. Its Property and Casualty Insurance segment provides loss adjusting and claims handling for U-Haul through regional offices in the United States and Canada. The Life Insurance segment provides life and health insurance products primarily for the senior market.",Industrials,Rental & Leasing Services,12742.430000
UHG,United Homes                                                ,United Homes                                                ,주식,48380206,NASD,"917 Chapin Road   CHAPIN SC 29036 United States",https://www.diamondheadholdings.com/,Residential Builders - Multifamily Homes,Michael Nieri,"United Homes Group, Inc. is a residential builder. The Company designs, builds and sells homes in high growth markets, including South Carolina, North Carolina, and Georgia. It has 63 active communities. UHG principally builds detached single-family houses, and, to a lesser extent, attached single-family houses, including duplex houses and town houses. The Company operates through two segments: South Carolina and Other. South Carolina segment consists primarily of the Company?? homebuilding operations in South Carolina and a small amount of operations in Georgia. Other segment consists of homebuilding operations in Raleigh, NC, as well as the Company?? mortgage banking joint venture. It leases local offices in Myrtle Beach, South Carolina, Mauldin, South Carolina and Raleigh, North Carolina. The Company has delivered approximately 14,000 homes.",Consumer Cyclical,Residential Construction,315.440000
UHS,유니버설 헬스 서비시스                                                ,Universal Health                                            ,주식,66713156,NYSE,"367 S GULPH RD   KING OF PRUSSIA PA 19406-3121 United States",https://uhs.com,Healthcare Facilities & Services (NEC),Alan Miller,"Universal Health Services, Inc. is a holding company. It operates through its subsidiaries, including its management company. It is engaged in owning and operating acute care hospitals and outpatient facilities, and behavioral healthcare facilities. Its segments include acute care hospital services, behavioral health care services, and Other. It owns and operates approximately 360 inpatient facilities and 48 outpatient and other facilities located in 39 states, Washington, D.C., the United Kingdom, and Puerto Rico. It provides services, which include general and specialty surgery, internal medicine, obstetrics, emergency room care, radiology, oncology, diagnostic care, coronary care, pediatric services, pharmacy services and/or behavioral health services. It also provides capital resources, as well as a variety of management services to its facilities, including information services, finance and control systems, facilities planning, physician recruitment services, and public relations.",Healthcare,Medical Care Facilities,15546.830000
UHT,유니버설 헬스 리얼티 인컴 트러스트                                         ,Unvl Health Rty                                             ,주식,13848952,NYSE,"367 S Gulph Rd, Universal Corporate Ctr   KING OF PRUSSIA PA 19406 United States",https://www.uhrit.com/,Healthcare REITs,Alan Miller,"Universal Health Realty Income Trust is a real estate investment trust (REIT). The Company invests in healthcare and human service-related facilities, including acute care hospitals, behavioral healthcare hospitals, specialty facilities, free-standing emergency departments, childcare centers, and medical/office buildings. The Company?? portfolio consists of over 76 real estate investments or commitments located in approximately 21 states in the United States consisting of over six hospital facilities; approximately 60 medical/office buildings; over four free-standing emergency departments; approximately four preschool and childcare centers; over one specialty facility, and one vacant land. It consists of three acute care hospitals and three behavioral health hospitals, including McAllen Medical Center, Wellington Regional Medical Center, Aiken Regional Medical Center/Aurora Pavilion Behavioral Health Services, Canyon Creek Behavioral Health, and Clive Behavioral Health Hospital.",Real Estate,REIT - Healthcare Facilities,616.420000
UI,Ubiquiti Network                                            ,Ubiquiti                                                    ,주식,60462539,NYSE,"685 3rd Ave Fl 27   NEW YORK NY 10017-4024 United States",https://www.ui.com/,Communications & Networking (NEC),Robert Pera,"Ubiquiti Inc. is engaged in developing technology platforms for distributed Internet access, unified information technology, and consumer electronics for professional, home and personal use. Its solutions are categorized into three categories: networking technology for enterprises, service providers and consumers. It targets the enterprise and service provider markets through its community of service providers, distributors, webstores and systems integrators. Its enterprise product platforms provide wireless LAN infrastructure, video surveillance products and routing solutions. It offers a portfolio of networking products and solutions for operator-owners of wireless Internet services, enterprises and smart homes. Its professional networking products are powered by its UISP and UniFi software platforms. It sells equipment, and provide related software platforms, worldwide through a network of over 100 distributors, on-line retailers and direct to customers through its webstores.",Technology,Communication Equipment,12448.270000
UIS,유니시스                                                        ,Unisys                                                      ,주식,69300000,NYSE,"801 Lakeview Dr Ste 100   BLUE BELL PA 19422-1961 United States",https://www.unisys.com/,IT Services & Consulting (NEC),Peter Altabef,"Unisys Corporation is an information technology (IT) solutions company. It provides its clients with advice and capabilities to architect, develop, modernize, implement and integrate the technologies that helps their organizations. It operates in three segments: Digital Workplace Solutions (DWS), Cloud, Applications & Infrastructure Solutions (CA&I) and Enterprise Computing Solutions (ECS). The DWS segment provides modern and traditional workplace solutions. The CA&I segment provides solution in Digital Platforms and Applications or Infrastructure, which includes cloud management, hybrid infrastructure, modern applications, data and AI, and cyber security. The ECS segment delivers proprietary and hybrid compute capabilities in the cloud and on-premises. It classifies its solution as either License and Support or Specialized Services and Next-Gen compute. Its product includes Unisys InteliServe, PowerSuite, Unisys Logistics Optimization, CloudForte, ClearPath Forward and Unisys Stealth.",Technology,Information Technology Services,396.600000
ULBI,울트라라이프                                                      ,Ultralife                                                   ,주식,16623347,NASD,"2000 Technology Pkwy   NEWARK NY 14513-2175 United States",https://www.ultralifecorporation.com/,Batteries & Uninterruptable Power suppli,Michael Manna,"Ultralife Corporation offers products and services ranging from power solutions to communications and electronics systems to customers across the globe in the government, defense and commercial sectors. The Company's segments include Battery & Energy Products and Communications Systems. The Battery & Energy Products segment includes Lithium 9-volt, cylindrical, thin cell and other non-rechargeable batteries, in addition to rechargeable batteries, uninterruptable power supplies, charging systems and accessories. The Communications Systems segment includes radio frequency (RF) amplifiers, power supplies, cable and connector assemblies, amplified speakers, equipment mounts, case equipment, man-portable systems, integrated communication systems for fixed or vehicle applications and communications and electronics systems design. Its brands include Ultralife, Ultralife HiRate, Ultralife Thin Cell, Ultralife Batteries Inc., Lithium Power, McDowell Research, ACCUTRONICS and ACCUPRO.",Industrials,Electrical Equipment & Parts,181.360000
ULCC,Frontier Group                                              ,Frontier Group                                              ,주식,224483246,NASD,"4545 Airport Way   DENVER CO 80239 United States",https://ir.flyfrontier.com/,Regional Airlines,William Franke,"Frontier Group Holdings, Inc. is a holding company. The Company operates through its subsidiary, Frontier Airlines, Inc., which is an ultra-low-cost carrier company. The Company offers flights throughout the United States and to select near international destinations in the Americas. It has a fleet of approximately 136 Airbus single-aisle aircraft, consisting of eight A320ceos, 82 A320neos, 21 A321ceos and 25 A321neos. The Company primarily provides air transportation for passengers. It provides passenger airline service primarily to leisure travelers. It combines its fares with flexible optional services for an additional cost. Such additional options include carry-on and checked baggage, advance seat selection, its extended-legroom premium seats, priority boarding and ticket changes and cancellations, as well as bundled options combining various optional services. The Company serves approximately 90 airports throughout the United States and international destinations in the Americas.",Industrials,Airlines,772.220000
ULH,유니버설 로지스틱스 홀딩스                                              ,Unvrsl Logistics                                            ,주식,26317326,NASD,"12755 E 9 Mile Rd   WARREN MI 48089-2621 United States",https://www.universallogistics.com/,Freight Trucking,Matthew Moroun,"Universal Logistics Holdings, Inc. is a holding company, providing a variety of customized transportation and logistics solutions throughout the United States, and in Mexico, Canada and Colombia. Its segments include contract logistics, intermodal, trucking, and company-managed brokerage. The contract logistics segment delivers value-added and dedicated transportation services to support in-bound logistics to original equipment manufacturers and retailers on a contractual basis. The intermodal segment is associated with local and regional drayage moves that are coordinated by company-managed terminals using a mix of owner-operators, company equipment and third-party capacity providers (broker carriers). The trucking segment's operations are associated with individual freight shipments coordinated by its agents. The company-managed brokerage segment provides for the pick-up and delivery of individual freight shipments using broker carriers, coordinated by its company-managed operations.",Industrials,Trucking,1091.380000
ULTA,얼타 뷰티                                                       ,Ulta Beauty                                                 ,주식,47716365,NASD,"1000 Remington Blvd, Suite 120   BOLINGBROOK IL 60440 United States",https://www.ulta.com/,Personal Care Products Retailers,Kecia Steelman,"Ulta Beauty, Inc. is a beauty retailer. The Company's product categories include cosmetics, skincare, haircare products and styling tools, fragrance and bath, services, and accessories and other. The Company has one segment, which includes retail stores, salon services, and e-commerce. It offers a range of beauty services in its stores, focusing on hair, makeup, brow and skin services. Its skin services include a skin treatment room or dedicated skin treatment area on the sales floor. Its Ulta Beauty store prototype includes an open salon area, with most of its stores offering brow services on the salon floor. It offers a new way to shop for beauty - bringing together All Things Beauty, All in One Place. In addition to ship to home order fulfillment, it offers guests Buy Online, Pick-up in Store, Curbside Pickup, and Store 2 Door, which provides the ability for customers to order in-store and have products delivered to their homes. It operates over 1,350 retail stores across 50 states.",Consumer Cyclical,Specialty Retail,17897.450000
UMBF,UMB 파이낸셜                                                    ,UMB Financial                                               ,주식,48746015,NASD,"1010 Grand Ave   KANSAS CITY MO 64106 United States",https://www.umb.com/,Corporate Banks,J. Mariner Kemper,"UMB Financial Corporation is a financial services company. The Company offers commercial banking, which includes comprehensive deposit, lending and investment services, personal banking, which includes wealth management and financial planning services, and institutional banking, which includes asset servicing, corporate trust solutions, investment banking, and healthcare services. Its segments include Commercial Banking, which serves the commercial banking and treasury management needs of the Company?? small to middle-market businesses through a range of products and services; Institutional Banking segment, which is a combination of banking services, fund services, asset management services and healthcare services provided to institutional clients, and Personal Banking segment that combines consumer banking and wealth management services offered to clients and delivered through personal relationships and its bank branches, automated teller machine (ATM) network and Internet banking.",Financial Services,Banks - Regional,5004.750000
UNF,유니퍼스트 코퍼레이션 오브 매사추세츠                                        ,UniFirst                                                    ,주식,18613145,NYSE,"68 Jonspin Rd   WILMINGTON MA 01887-1090 United States",https://unifirst.com/,Business Support Services (NEC),Steven Sintros,"UniFirst Corporation provides workplace uniforms and protective work wear clothing in the United States. The Company operates through five segments: The U.S. and Canadian Rental and Cleaning, Manufacturing (MFG), Specialty Garments Rental and Cleaning (Specialty Garments), First Aid and Corporate. The U.S. and Canadian Rental and Cleaning segment purchases, rents, cleans, delivers, and sells, uniforms and protective clothing and non-garment items in the United States and Canada. The MFG segment designs and manufactures uniforms and non-garment items primarily for the purpose of providing these goods to the United States and Canadian Rental and Cleaning segment. The Specialty Garments segment purchases, rents, cleans, delivers, and sells, specialty garments and non-garment items primarily for nuclear and cleanroom applications and provides cleanroom cleaning services at limited customer locations. The First Aid segment sells first aid cabinet services and other safety supplies.",Industrials,Specialty Business Services,3496.480000
UNFI,유나이티드 내추럴 푸즈                                                ,Utd Natural Fds                                             ,주식,59470084,NYSE,"313 Iron Horse Way   PROVIDENCE RI 02908-5637 United States",https://www.unfi.com/,Food Retail & Distribution (NEC),Giorgio Tarditi,"United Natural Foods, Inc. is a distributor of grocery and non-food products and support services provider to retailers in the United States and Canada. The Company operates through two segments: Wholesale and Retail. It also has a manufacturing division and a branded product line division. The Wholesale segment is engaged in the distribution of grocery and non-food products and provides support services to retailers in the United States and Canada. The Retail segment is engaged in the sale of groceries and other products at retail locations operated by the Company. Its other segment includes a single location food manufacturing business, which engages in the importing, roasting, packaging and distributing of nuts, dried fruit, seeds, trail mixes, granola, natural and organic snack items and confections, and the Company?? natural branded product lines, primarily Blue Marble Brands. It offers approximately 250,000 products consisting of national, regional and private label brands.",Consumer Defensive,Food Distribution,835.550000
UNH,Unitedhealth                                                ,Unitedhealth                                                ,주식,923418150,NYSE,"9900 BREN ROAD EAST   MINNETONKA MN 55343 United States",https://www.unitedhealthgroup.com/,Managed Healthcare (NEC),Stephen Hemsley,"UnitedHealth Group Incorporated is a healthcare company. The Company has two businesses, Optum and UnitedHealthcare. Optum serves the health care marketplace, including patients and consumers, payers, care providers, employers, governments and life sciences companies. UnitedHealthcare offers a full range of health benefits designed to simplify the health care experience and make it more affordable for consumers to access care. UnitedHealthcare Employer & Individual serves consumers and employers, ranging from sole proprietorships to large, multi-site and national employers and public sector employers. UnitedHealthcare Medicare & Retirement delivers health and well-being benefits to seniors and other Medicare eligible consumers. The Company?? segments include Optum Health, Optum Insight, Optum Rx and UnitedHealthcare. UnitedHealthcare segment includes UnitedHealthcare Employer & Individual, UnitedHealthcare Medicare & Retirement and UnitedHealthcare Community & State.",Healthcare,Healthcare Plans,542166.500000
UNIT,유니티 그룹                                                      ,Uniti Group                                                 ,주식,244150946,NASD,"2101 RIVERFRONT DRIVE, SUITE A   LITTLE ROCK AR 72202 United States",https://uniti.com/,Specialized REITs (NEC),Kenneth Gunderman,"Uniti Group Inc. is an independent, internally managed real estate investment trust (REIT), which is engaged in the acquisition, construction, and leasing of mission critical infrastructure in the communications industry. The Company is principally focused on acquiring and constructing fiber optic, copper and coaxial broadband networks and data centers. The Company?? lines of business include Uniti Leasing and Uniti Fiber. The Uniti Leasing is engaged in acquiring and constructing mission-critical communications assets, such as fiber, data centers, next generation consumer broadband, coaxial and upgradeable copper, and leasing them back to anchor customers on either an exclusive or shared-tenant basis. The Uniti Fiber is a provider of infrastructure solutions, including cell site backhaul and small cell for wireless operators and ethernet, wavelengths and dark fiber for telecommunications carriers and enterprises. The Company owns approximately 1,40,000 fiber network route miles.",Real Estate,REIT - Specialty,1086.470000
UNM,유넘 그룹                                                       ,Unum Group                                                  ,주식,185772511,NYSE,"1 Fountain Square   CHATTANOOGA TN 37402 United States",https://www.unum.com/Privacy,Life & Health Insurance (NEC),Richard Mckenney,"Unum Group is a provider of workplace benefits and services. The Company provides financial protection benefits in the United States and the United Kingdom (UK). Its products include disability, life, accident, critical illness, dental and vision, and other related services. The Company has three segments: Unum US, Unum International, and Colonial Life. Its Unum US segment comprises group disability, group life and accidental death and dismemberment, and supplemental and voluntary lines of business. Its Unum International segment includes its operations in the UK and Poland. Unum UK's business includes insurance for group long-term disability, group life, and supplemental lines of business which include dental, individual disability, and others. Unum Poland's business includes insurance for individual and group life with accident and health riders. Its Colonial Life segment includes accident, sickness, and disability products, life products, and cancer and critical illness products.",Financial Services,Insurance - Life,10150.610000
UNP,유니온 퍼시픽                                                     ,Union Pacific                                               ,주식,609197628,NYSE,"1400 Douglas Street   OMAHA NE 68179 United States",https://www.up.com/index.htm,Railway Freight Operators,Elizabeth Whited,"Union Pacific Corporation is a railroad operating company in the United States. The Company operates through its principal operating company, Union Pacific Railroad Company (UPRR). It connects over 23 states in the western two-thirds of the country and maintains coordinated schedules with other rail carriers to move freight to and from the Atlantic Coast, the Pacific Coast, the Southeast, the Southwest, Canada, and Mexico. Its Railroad's diversified business mix includes Bulk, Industrial, and Premium. Its Bulk shipments consist of grain and grain products, fertilizer, food and refrigerated, and coal and renewables. Its Industrial shipments consist of several categories, including construction, industrial chemicals, plastics, forest products, specialized products, metals and ores, petroleum, liquid petroleum gases (LPG), soda ash, and sand. Its Premium shipments include finished automobiles, automotive parts, and merchandise in intermodal containers, both domestic and international.",Industrials,Railroads,150983.540000
